state_name,year,industry_code,industry_title,annual_avg_estabs_count,annual_avg_emplvl,total_annual_wages,avg_annual_pay,lq_avg_annual_pay,lq_annual_avg_emplvl
Maine,2000,10,"Total, all industries",42008,495472,13525922443,27299,0.99,0.99
Maine,2006,10,"Total, all industries",46193,498942,16561121604,33192,0.98,0.99
Maine,2011,511110,Newspaper publishers,82,1652,53912237,32639,0.94,1.54
Maryland,1999,10,"Total, all industries",143217,1918442,81948504493,42716,1.02,0.97
Massachusetts,1993,10,"Total, all industries",151949,2407923,72989518793,30312,1.01,1.04
Massachusetts,2009,10,"Total, all industries",206878,2720758,154154566995,56659,1.02,1.04
Michigan,1998,10,"Total, all industries",239244,3796010,131506695801,34643,1.01,1.02
Michigan,2022,10,"10 Total, all industries",287758,3749727,239927537862,63985,1.0,1.02
Minnesota,1992,10,"Total, all industries",118573,1805288,45021153358,24938,1.0,1.03
Minnesota,1994,511110,Newspaper publishers,333,12681,256003490,20188,0.78,1.5
Mississippi,1993,511110,Newspaper publishers,102,2805,49495794,17643,0.94,0.72
Mississippi,2024,513110,NAICS 513110 Newspaper publishers,105,661,24326513,36830,0.68,0.98
Missouri,2004,511110,Newspaper publishers,310,7886,253985059,32207,0.95,1.03
Montana,2011,10,"Total, all industries",39769,339529,11719706136,34518,0.97,0.96
Montana,2016,10,"10 Total, all industries",43821,370994,14665762722,39531,0.97,0.96
Montana,1997,511110,Newspaper publishers,88,1855,36710886,19796,0.91,1.52
Nebraska,2004,511110,Newspaper publishers,141,3351,85117092,25398,0.83,1.31
Nevada,2003,511110,Newspaper publishers,48,1918,69807282,36397,1.04,0.59
Nevada,2006,511110,Newspaper publishers,49,2031,83950484,41343,1.07,0.59
Nevada,2016,511110,NAICS 511110 Newspaper publishers,36,759,36876348,48591,1.12,0.48
New Hampshire,1997,511110,Newspaper publishers,79,2296,57327726,24967,0.86,1.19
Nevada,2006,10,"Total, all industries",70559,1125197,43971369287,39079,0.98,1.05
New Mexico,2011,511110,Newspaper publishers,56,1511,48831234,32310,0.88,1.05
North Dakota,2021,10,"10 Total, all industries",30763,329050,18958424709,57616,1.01,0.96
Ohio,1990,10,"Total, all industries",224866,4098217,91388720971,22300,1.0,1.03
Oklahoma,2007,511110,Newspaper publishers,191,3964,131222069,33107,0.98,1.0
Pennsylvania,1999,10,"Total, all industries",289381,4786924,154336702459,32241,0.99,1.03
Pennsylvania,2002,511110,Newspaper publishers,333,21230,718879225,33861,0.97,1.28
Pennsylvania,2010,511110,Newspaper publishers,319,14876,582373954,39149,0.93,1.38
Pennsylvania,2018,511110,NAICS 511110 Newspaper publishers,259,7446,332170753,44613,0.87,1.27
Rhode Island,1996,10,"Total, all industries",30526,374792,9793786204,26131,0.97,1.03
Rhode Island,2014,511110,Newspaper publishers,41,716,38740111,54081,1.19,1.05
South Carolina,2008,10,"Total, all industries",114666,1539181,54529510843,35428,0.98,0.98
South Carolina,1994,511110,Newspaper publishers,104,4453,99265852,22290,1.01,0.75
South Carolina,1999,511110,Newspaper publishers,107,5091,131451745,25821,0.95,0.87
South Carolina,2002,511110,Newspaper publishers,105,4583,137454947,29991,1.02,0.86
South Carolina,2008,511110,Newspaper publishers,105,4132,151638196,36701,1.06,0.92
South Carolina,2016,511110,NAICS 511110 Newspaper publishers,104,2442,98190947,40211,1.02,0.98
South Dakota,1994,10,"Total, all industries",22801,257576,4779861855,18557,0.98,0.97
Maine,2007,10,"Total, all industries",47039,502686,17326471670,34468,0.98,0.99
Maine,1999,511110,Newspaper publishers,94,2664,102077654,38323,1.44,1.42
Massachusetts,1999,511110,Newspaper publishers,211,11620,459147621,39514,0.99,1.12
Massachusetts,2020,511110,NAICS 511110 Newspaper publishers,136,3053,188195932,61646,0.79,1.13
Minnesota,2001,511110,Newspaper publishers,343,9079,301618779,33221,0.94,1.12
Minnesota,2012,511110,Newspaper publishers,285,5388,211556333,39262,0.86,1.19
Minnesota,2015,511110,Newspaper publishers,260,4635,200118927,43174,0.88,1.22
Minnesota,2021,511110,NAICS 511110 Newspaper publishers,253,2843,146171357,51413,0.81,1.44
Missouri,1993,10,"Total, all industries",133359,1963392,46785201807,23829,1.01,1.02
Louisiana,2017,10,"10 Total, all industries",124638,1598324,74819065521,46811,1.01,0.98
Louisiana,2015,511110,Newspaper publishers,108,2212,95686029,43256,1.03,0.84
Maine,2021,511110,NAICS 511110 Newspaper publishers,53,848,34226503,40357,0.78,1.95
Massachusetts,1998,10,"Total, all industries",177316,2717766,103036979295,37912,1.01,1.03
Massachusetts,2017,10,"10 Total, all industries",245399,3115338,220120401781,70657,1.01,1.03
Massachusetts,1996,511110,Newspaper publishers,200,12365,418429021,33840,1.01,1.18
Michigan,1992,10,"Total, all industries",191262,3262284,89397416754,27403,1.01,1.02
Michigan,2008,511110,Newspaper publishers,251,10395,424574134,40842,0.97,1.06
Minnesota,2000,10,"Total, all industries",146658,2257280,80231246944,35543,1.0,1.02
Missouri,2005,10,"Total, all industries",160287,2247382,81365466876,36205,1.01,1.0
Florida,2000,511110,Newspaper publishers,318,24358,831645147,34142,1.13,1.08
Florida,2015,511110,Newspaper publishers,344,9565,444854669,46509,1.1,0.87
Georgia,1996,511110,Newspaper publishers,239,13121,328150059,25009,0.92,1.07
Georgia,2015,511110,Newspaper publishers,220,5067,350354029,69141,1.53,0.89
Hawaii,2010,10,"Total, all industries",36363,465119,18276425610,39294,0.95,0.95
Hawaii,2015,511110,Newspaper publishers,16,750,39950999,53280,1.24,0.86
Illinois,2005,10,"Total, all industries",330105,4942881,216755351096,43852,1.01,1.02
Indiana,2000,511110,Newspaper publishers,210,10162,325286144,32010,1.05,1.08
Kansas,2022,10,"10 Total, all industries",88348,1151446,66369714552,57640,1.02,0.96
Georgia,1992,10,"Total, all industries",162743,2410275,59983117647,24886,1.02,0.99
Hawaii,1999,511110,Newspaper publishers,33,1611,70520009,43776,1.48,0.92
Idaho,2015,10,"Total, all industries",53264,551238,21338175769,38710,1.0,0.98
Idaho,2000,511110,Newspaper publishers,65,2095,47054757,22462,0.83,1.16
Illinois,2013,10,"Total, all industries",391654,4897723,257748514314,52626,1.0,1.02
Indiana,1990,511110,Newspaper publishers,217,9269,164210230,17716,0.82,0.9
Iowa,2024,10,"10 Total, all industries",105352,1314029,80821858833,61507,1.0,0.98
Kansas,2015,10,"Total, all industries",81779,1124352,50290850763,44729,1.02,0.97
Texas,1991,10,"Total, all industries",368481,5786166,138245953666,23892,1.02,0.98
Texas,2001,511110,Newspaper publishers,654,21549,759531481,35248,1.01,0.74
Vermont,2005,10,"Total, all industries",22803,249757,8403815674,33648,0.99,0.99
Vermont,1991,511110,Newspaper publishers,52,1325,21786803,16445,0.79,1.34
Vermont,2020,511110,NAICS 511110 Newspaper publishers,40,376,16155636,43024,0.86,1.63
Virginia,1996,511110,Newspaper publishers,206,10293,328345828,31899,1.16,0.94
West Virginia,1998,10,"Total, all industries",43852,545752,13607424309,24933,0.99,0.95
West Virginia,2013,10,"Total, all industries",45712,564975,22324625820,39514,0.99,0.95
Wisconsin,2008,511110,Newspaper publishers,221,8258,263840586,31951,0.86,1.24
Wyoming,2006,511110,Newspaper publishers,49,1112,26787353,24097,0.68,1.55
Puerto Rico,2023,10,"10 Total, all industries",51787,742127,24127017367,32511,0.96,0.92
Puerto Rico,1994,511110,Newspaper publishers,11,2297,53940808,23483,1.56,0.67
Montana,1990,511110,Newspaper publishers,78,1704,26836639,15750,0.89,1.41
Montana,2020,511110,NAICS 511110 Newspaper publishers,70,860,28216417,32819,0.73,2.31
Nebraska,2000,511110,Newspaper publishers,143,3598,84974926,23617,0.87,1.27
New Hampshire,1992,511110,Newspaper publishers,65,2166,47767899,22054,0.91,1.16
New Jersey,1991,511110,Newspaper publishers,173,16590,481473752,29022,0.99,1.2
New Mexico,2018,10,"10 Total, all industries",56219,645435,28263780723,43790,0.97,0.92
North Carolina,1997,10,"Total, all industries",188418,3062930,81316163131,26548,1.0,1.0
North Carolina,2016,10,"10 Total, all industries",260996,3565929,168545365528,47265,1.0,0.99
North Dakota,1999,10,"Total, all industries",21117,251235,5880863760,23408,0.99,0.97
North Dakota,2018,10,"10 Total, all industries",29879,346756,18432407986,53157,1.02,0.97
Alabama,2020,10,"10 Total, all industries",125809,1547125,79597171727,51448,0.98,0.96
Alabama,1993,511110,Newspaper publishers,131,4349,98396826,22627,1.04,0.65
Alaska,2013,10,"Total, all industries",19825,251347,12723764613,50622,0.98,0.91
Alaska,2005,511110,Newspaper publishers,39,1044,33191804,31790,0.82,1.23
Alaska,2019,511110,NAICS 511110 Newspaper publishers,17,315,12212581,38719,0.72,1.1
Arizona,2018,511110,NAICS 511110 Newspaper publishers,89,2204,106500512,48332,1.01,0.78
Arkansas,2002,511110,Newspaper publishers,132,3756,90790255,24170,0.88,1.11
California,1990,10,"Total, all industries",712107,11242658,288044834913,25621,0.99,1.01
California,1994,511110,Newspaper publishers,733,40652,1159386302,28520,0.97,0.86
Colorado,2009,511110,Newspaper publishers,182,4929,209615318,42529,0.96,1.04
Connecticut,1996,10,"Total, all industries",100214,1361141,49717350814,36526,1.01,1.04
Delaware,2010,511110,Newspaper publishers,17,674,29717067,44074,0.98,0.85
Florida,2022,10,"10 Total, all industries",845932,8308654,528910710487,63658,0.99,1.03
New Mexico,2004,511110,Newspaper publishers,59,2208,63400057,28713,0.94,1.0
New York,1997,511110,Newspaper publishers,482,29478,1309858070,44435,1.16,1.08
North Carolina,2002,10,"Total, all industries",224623,3132633,101780186759,32490,1.0,1.0
North Carolina,2006,511110,Newspaper publishers,237,10071,334997745,33263,0.93,0.94
North Dakota,2017,511110,NAICS 511110 Newspaper publishers,71,940,35868802,38141,0.82,2.03
Ohio,1996,511110,Newspaper publishers,330,17082,494472720,28948,1.06,0.93
Ohio,2023,513110,NAICS 513110 Newspaper publishers,252,3190,207577443,65063,1.0,0.93
Oregon,1998,10,"Total, all industries",108575,1317585,38313289348,29078,0.99,1.0
Oregon,2010,10,"Total, all industries",121752,1318288,54028190261,40984,0.99,0.99
Pennsylvania,2021,10,"10 Total, all industries",356333,4998653,323623458582,64742,0.99,1.04
Pennsylvania,2023,513110,NAICS 513110 Newspaper publishers,260,4569,282554183,61837,0.86,1.23
Rhode Island,2016,10,"10 Total, all industries",36153,414410,20542387787,49570,0.97,1.03
Rhode Island,2005,511110,Newspaper publishers,39,1621,64295233,39668,1.06,1.21
Wyoming,2008,10,"Total, all industries",23487,223575,9198528246,41143,1.0,0.93
Wyoming,2011,511110,Newspaper publishers,44,941,25861200,27492,0.69,1.85
Puerto Rico,2000,10,"Total, all industries",49799,741606,13751518179,18543,0.98,0.86
Oregon,2006,511110,Newspaper publishers,123,4220,159494165,37792,1.03,0.92
Rhode Island,2013,10,"Total, all industries",34752,397448,18192298805,45773,0.96,1.03
Rhode Island,2019,10,"10 Total, all industries",38149,424477,22463413294,52920,0.96,1.02
South Carolina,2013,511110,Newspaper publishers,107,2840,105464932,37134,1.01,0.96
South Dakota,2011,511110,Newspaper publishers,94,1274,33427642,26249,0.81,1.75
South Dakota,2016,511110,NAICS 511110 Newspaper publishers,93,1025,29178175,28469,0.75,1.96
Tennessee,2008,10,"Total, all industries",139585,2305933,92306501177,40030,1.01,1.01
Tennessee,2009,10,"Total, all industries",137261,2149141,86571898183,40282,1.01,1.01
Tennessee,2010,10,"Total, all industries",135455,2138215,89292714325,41760,1.01,1.01
Tennessee,2024,10,"10 Total, all industries",227222,2844209,193225458356,67936,1.0,1.02
Texas,1991,511110,Newspaper publishers,576,24500,547252878,22337,0.96,0.86
Puerto Rico,2017,511110,NAICS 511110 Newspaper publishers,14,1514,54978335,36307,1.42,1.56
Hawaii,1998,10,"Total, all industries",31155,425684,11793035223,27704,0.96,0.94
Hawaii,2008,10,"Total, all industries",36801,498223,19170766717,38478,0.95,0.96
Idaho,1995,10,"Total, all industries",35875,387909,8783521942,22643,1.0,0.97
Illinois,1993,10,"Total, all industries",267094,4482041,126209242356,28159,1.01,1.03
Illinois,2019,511110,NAICS 511110 Newspaper publishers,270,4810,277216109,57639,1.0,0.9
Indiana,2013,511110,Newspaper publishers,173,5539,189875584,34282,0.89,1.22
Indiana,2014,511110,Newspaper publishers,169,5292,182022882,34397,0.87,1.24
Iowa,2011,10,"Total, all industries",87585,1218484,46977027042,38554,0.99,1.0
Kansas,2024,10,"10 Total, all industries",95590,1182722,73571129232,62205,1.02,0.97
Kansas,2015,511110,Newspaper publishers,137,1957,58936587,30112,0.75,1.05
Kentucky,1996,10,"Total, all industries",91086,1352643,32680534568,24160,1.0,0.99
Louisiana,2024,10,"10 Total, all industries",149624,1615351,99668716810,61701,1.0,0.98
New Jersey,2002,511110,Newspaper publishers,184,15003,736229910,49071,1.11,1.29
New Mexico,2012,10,"Total, all industries",51716,603114,23835504837,39521,0.97,0.91
New York,2001,511110,Newspaper publishers,461,27572,1449698718,52580,1.16,1.05
North Dakota,2010,10,"Total, all industries",23924,291317,11078106242,38028,1.0,0.98
North Dakota,1992,511110,Newspaper publishers,77,1568,25909354,16525,0.89,1.54
North Dakota,1999,511110,Newspaper publishers,79,1617,33315995,20603,0.87,1.61
Oklahoma,2013,10,"Total, all industries",100047,1241022,53033658997,42734,1.01,0.94
Oklahoma,2016,10,"10 Total, all industries",103427,1252645,54876958879,43809,1.0,0.94
Oklahoma,2016,511110,NAICS 511110 Newspaper publishers,142,2543,86881016,34159,0.84,1.3
Oregon,1997,10,"Total, all industries",104962,1294694,36106169611,27888,0.99,1.01
Oregon,1992,511110,Newspaper publishers,115,4416,101255202,22927,1.0,0.89
Oregon,1996,511110,Newspaper publishers,125,4714,121854822,25851,0.97,0.91
Alaska,2018,10,"10 Total, all industries",19889,246319,13402031462,54409,0.98,0.9
Alaska,2015,511110,Newspaper publishers,27,536,19037832,35496,0.71,1.18
Arkansas,2014,511110,Newspaper publishers,101,2358,70011785,29687,0.8,1.38
California,2013,511110,Newspaper publishers,537,14769,758404148,51351,0.97,0.6
Connecticut,1990,10,"Total, all industries",99284,1412317,40854172191,28927,1.01,1.04
Connecticut,2004,10,"Total, all industries",105223,1398093,72184249126,51631,1.02,1.02
Delaware,1994,511110,Newspaper publishers,16,1144,28551851,24952,0.91,0.87
Virginia,1992,511110,Newspaper publishers,182,10432,278373808,26684,1.09,0.95
Wyoming,2001,10,"Total, all industries",19864,180685,4992388589,27630,0.99,0.9
Wyoming,2001,511110,Newspaper publishers,46,1147,24564215,21424,0.79,1.55
Virgin Islands,2005,10,"Total, all industries",3365,32023,1009015227,31509,0.95,0.86
Louisiana,2000,10,"Total, all industries",111210,1516302,42455558964,27999,1.0,0.96
Massachusetts,2018,10,"10 Total, all industries",249913,3156298,231687162251,73405,1.01,1.03
Massachusetts,2008,511110,Newspaper publishers,190,8637,460127125,53271,0.98,1.11
Massachusetts,2017,511110,NAICS 511110 Newspaper publishers,154,4979,286283562,57495,0.89,1.26
Minnesota,2006,10,"Total, all industries",158973,2296367,97187984431,42322,1.01,1.02
Minnesota,2023,10,"10 Total, all industries",201471,2525724,182341980783,72194,1.01,1.01
Missouri,2008,10,"Total, all industries",165551,2285096,93031968618,40713,1.01,1.0
New Hampshire,2008,511110,Newspaper publishers,60,1769,67397369,38110,0.89,1.17
New Mexico,2013,10,"Total, all industries",51610,610148,24202243586,39666,0.97,0.91
New York,1997,10,"Total, all industries",499139,6585820,254713817968,38676,1.01,0.99
New York,2013,511110,Newspaper publishers,420,16968,1198526031,70636,1.21,1.23
North Carolina,2012,511110,Newspaper publishers,220,5896,206246014,34981,0.88,0.88
Ohio,1991,10,"Total, all industries",226501,4025548,92587189297,23000,1.0,1.03
Ohio,2014,511110,Newspaper publishers,284,8482,397545860,46868,1.1,1.11
Oklahoma,1996,10,"Total, all industries",80086,1056300,24214981177,22924,0.99,0.95
Oklahoma,2014,10,"Total, all industries",101339,1262371,55656270690,44089,1.01,0.94
Oklahoma,2023,513110,NAICS 513110 Newspaper publishers,134,937,33069500,35309,0.61,0.9
Tennessee,1992,511110,Newspaper publishers,167,8085,150814905,18654,0.84,0.94
Texas,1999,10,"Total, all industries",462950,7507553,251622061207,33516,1.02,0.98
Texas,2016,10,"10 Total, all industries",641697,9960249,548659233700,55085,1.02,0.99
Texas,1997,511110,Newspaper publishers,654,21469,650986197,30322,1.03,0.73
Vermont,1997,511110,Newspaper publishers,54,1316,26569706,20192,0.8,1.39
Virginia,2021,511110,NAICS 511110 Newspaper publishers,155,3173,228113957,71892,1.12,1.16
West Virginia,2016,511110,NAICS 511110 Newspaper publishers,75,1679,64976903,38704,1.01,1.97
Wyoming,2012,511110,Newspaper publishers,44,941,25589426,27194,0.66,1.98
Puerto Rico,2022,10,"10 Total, all industries",48839,729767,22464400321,30783,0.96,0.92
Puerto Rico,2003,511110,Newspaper publishers,12,2986,98242123,32897,1.54,0.97
New Hampshire,2000,511110,Newspaper publishers,75,2179,64792968,29734,0.87,1.12
New Jersey,2014,511110,Newspaper publishers,146,6336,395262420,62382,1.11,1.12
New Jersey,2015,511110,Newspaper publishers,145,5978,382666509,64012,1.12,1.13
New Mexico,2020,10,"10 Total, all industries",59515,609323,29684246139,48717,0.96,0.92
New York,2014,10,"Total, all industries",607732,7484182,502805310535,67182,1.02,1.0
New York,2011,511110,Newspaper publishers,443,18642,1229614362,65960,1.17,1.19
North Carolina,2001,10,"Total, all industries",215872,3193156,101892264559,31910,1.0,1.0
North Carolina,1996,511110,Newspaper publishers,216,10317,248340184,24071,0.96,0.83
North Carolina,2003,511110,Newspaper publishers,232,10366,320667673,30933,0.93,0.93
Ohio,2005,10,"Total, all industries",274741,4555293,167769662360,36830,0.99,1.02
Ohio,2001,511110,Newspaper publishers,298,17216,620247623,36028,1.12,1.02
Ohio,2016,511110,NAICS 511110 Newspaper publishers,270,7177,341158952,47532,1.08,1.08
Pennsylvania,2024,10,"10 Total, all industries",376875,5345546,383602362636,71761,1.0,1.04
Georgia,2016,10,"10 Total, all industries",289699,3619899,186037227175,51393,1.02,1.0
Georgia,2005,511110,Newspaper publishers,257,13545,514675509,37997,1.01,1.22
Kansas,2011,10,"Total, all industries",82104,1058280,42867445240,40507,1.02,0.97
Kentucky,2010,10,"Total, all industries",103971,1403521,53857636265,38373,1.0,0.99
Maine,2013,10,"Total, all industries",46198,490773,19031270000,38778,0.99,0.99
Maine,2022,10,"10 Total, all industries",58994,530043,30939839645,58372,1.0,0.99
Maryland,1992,10,"Total, all industries",126360,1644424,42768482481,26008,0.97,0.97
Massachusetts,2024,10,"10 Total, all industries",276619,3195895,312612983465,97817,1.01,1.03
Massachusetts,1995,511110,Newspaper publishers,203,13003,423890746,32599,1.03,1.21
Massachusetts,2023,513110,NAICS 513110 Newspaper publishers,144,2518,184759901,73383,0.77,1.11
Michigan,2001,511110,Newspaper publishers,287,13530,429348877,31733,0.88,0.97
Minnesota,1995,511110,Newspaper publishers,330,12499,262695185,21017,0.79,1.47
Minnesota,2020,511110,NAICS 511110 Newspaper publishers,258,3182,150156485,47196,0.79,1.44
Montana,1997,10,"Total, all industries",32918,283645,5956698589,21001,0.96,0.95
Montana,2019,10,"10 Total, all industries",47906,386894,16979791830,43887,0.98,0.96
Montana,2017,511110,NAICS 511110 Newspaper publishers,72,1049,36855586,35145,0.9,2.04
Nebraska,1994,10,"Total, all industries",44591,626762,13251983935,21144,0.99,0.97
Nebraska,2020,511110,NAICS 511110 Newspaper publishers,121,1353,48781120,36045,0.76,1.75
Georgia,1998,511110,Newspaper publishers,261,13961,384240403,27523,0.9,1.12
Hawaii,2020,10,"10 Total, all industries",43885,442656,24362031873,55036,0.95,0.93
Hawaii,2005,511110,Newspaper publishers,30,1740,85197062,48971,1.4,1.02
Idaho,2006,10,"Total, all industries",51894,532929,17266455919,32399,1.0,0.98
Idaho,2023,10,"10 Total, all industries",90972,717715,40746573478,56773,1.0,0.99
Idaho,2005,511110,Newspaper publishers,64,1900,52678758,27731,0.93,1.1
Illinois,2001,10,"Total, all industries",311629,5076740,199185563278,39235,1.01,1.02
Indiana,1992,10,"Total, all industries",127032,2124965,51440312500,24208,1.01,1.03
Indiana,2018,511110,NAICS 511110 Newspaper publishers,157,3841,139794459,36396,0.83,1.26
Kentucky,2010,511110,Newspaper publishers,170,4037,124115497,30743,0.86,1.19
Maine,1996,10,"Total, all industries",37517,444299,10356437570,23310,0.99,0.99
Maine,2002,511110,Newspaper publishers,90,2382,70863917,29745,1.02,1.33
Maine,2022,513110,NAICS 513110 Newspaper publishers,49,788,33390313,42391,0.7,1.81
Massachusetts,2014,511110,Newspaper publishers,161,5844,302202558,51712,0.87,1.18
Michigan,2009,10,"Total, all industries",246269,3174897,135996541876,42835,0.99,1.01
Michigan,1999,511110,Newspaper publishers,292,13552,408781058,30164,0.85,0.93
Minnesota,2000,511110,Newspaper publishers,340,9342,306477330,32805,0.94,1.12
Mississippi,1997,10,"Total, all industries",58686,880769,19788705630,22468,0.99,0.96
Mississippi,2002,10,"Total, all industries",60277,874488,23010211415,26313,0.99,0.94
Mississippi,2014,511110,Newspaper publishers,112,1628,45783878,28130,0.82,1.0
Mississippi,2023,513110,NAICS 513110 Newspaper publishers,105,719,25207354,35039,0.69,0.99
Missouri,1992,511110,Newspaper publishers,309,8568,202578280,23645,1.03,0.95
Missouri,1998,511110,Newspaper publishers,324,9115,255227275,28000,0.98,1.03
Montana,1995,511110,Newspaper publishers,85,1829,33403249,18264,0.91,1.47
Montana,2022,513110,NAICS 513110 Newspaper publishers,76,696,28595126,41085,0.73,2.02
Nebraska,2013,10,"Total, all industries",65298,774598,30485519818,39357,0.99,0.98
Nebraska,1990,511110,Newspaper publishers,149,3625,58036178,16010,0.87,1.21
New Mexico,2006,511110,Newspaper publishers,63,2208,68834319,31175,0.94,1.02
New York,1990,511110,Newspaper publishers,488,36721,1201175327,32711,1.14,1.08
North Dakota,2023,513110,NAICS 513110 Newspaper publishers,65,523,23957532,45823,0.7,1.98
Oklahoma,2000,511110,Newspaper publishers,178,4478,111673583,24938,0.94,0.96
Oregon,1996,10,"Total, all industries",97974,1242831,32886464181,26461,0.99,1.01
Pennsylvania,2024,513110,NAICS 513110 Newspaper publishers,264,4163,266535421,64024,0.84,1.2
Hawaii,2013,10,"Total, all industries",36343,497156,20624767459,41485,0.95,0.95
Hawaii,2020,511110,NAICS 511110 Newspaper publishers,16,544,29648979,54493,1.01,1.19
Hawaii,2023,513110,NAICS 513110 Newspaper publishers,24,470,30472725,64859,0.98,1.19
Illinois,1999,10,"Total, all industries",310697,5057983,184492576002,36476,1.01,1.02
Indiana,1994,511110,Newspaper publishers,213,9313,189615467,20360,0.83,0.94
Indiana,2012,511110,Newspaper publishers,177,5702,190921370,33484,0.88,1.19
Kansas,1996,10,"Total, all industries",72221,979474,24073811655,24578,1.01,0.97
Kentucky,2013,511110,Newspaper publishers,170,3692,114706031,31073,0.83,1.3
Kentucky,2016,511110,NAICS 511110 Newspaper publishers,164,2979,98388072,33024,0.81,1.29
Washington,2014,511110,Newspaper publishers,142,4168,177073974,42486,0.84,0.93
West Virginia,1995,10,"Total, all industries",42497,525367,12185731830,23195,1.0,0.96
West Virginia,1998,511110,Newspaper publishers,86,3021,60328365,19972,0.8,1.32
West Virginia,2002,511110,Newspaper publishers,80,2811,66193050,23552,0.84,1.36
Wyoming,1993,10,"Total, all industries",16305,150176,3186207074,21216,0.99,0.89
Wyoming,2015,511110,Newspaper publishers,41,881,26220161,29751,0.7,2.28
Wyoming,2022,513110,NAICS 513110 Newspaper publishers,47,487,18143679,37231,0.64,2.58
Puerto Rico,1992,10,"Total, all industries",42096,579648,8210634096,14165,1.01,0.8
Puerto Rico,2004,10,"Total, all industries",50487,743857,15524817917,20871,0.94,0.85
Virgin Islands,1994,10,"Total, all industries",3300,30843,611408811,19823,0.91,0.83
Alaska,2001,10,"Total, all industries",17486,209521,7340422682,35034,0.97,0.88
Arizona,1994,10,"Total, all industries",98601,1408912,33788754947,23982,1.0,0.99
Arizona,2016,10,"10 Total, all industries",149546,2294353,110333885286,48089,0.99,1.01
Arizona,2019,10,"10 Total, all industries",162113,2513038,134470525627,53509,0.99,1.01
California,1997,10,"Total, all industries",906423,11434631,378052120231,33062,0.99,1.0
Delaware,2011,511110,Newspaper publishers,17,621,27089309,43605,0.95,0.83
Florida,1998,511110,Newspaper publishers,323,25285,799332818,31613,1.14,1.13
Hawaii,1996,511110,Newspaper publishers,37,1688,64382718,38153,1.42,0.89
New York,1996,511110,Newspaper publishers,484,29791,1245834679,41820,1.16,1.08
New York,2003,511110,Newspaper publishers,457,25678,1330588578,51819,1.1,1.04
North Dakota,2020,511110,NAICS 511110 Newspaper publishers,68,740,30976430,41846,0.81,2.3
Ohio,2012,10,"Total, all industries",273065,4337301,189108678975,43601,0.99,1.02
Oklahoma,2000,10,"Total, all industries",83829,1167536,31128063016,26661,0.99,0.95
Oregon,2009,10,"Total, all industries",121484,1329126,53168116721,40002,0.99,0.99
Pennsylvania,1992,511110,Newspaper publishers,326,22219,572108853,25749,1.02,1.13
Rhode Island,2022,513110,NAICS 513110 Newspaper publishers,27,386,19163641,49647,0.74,1.16
South Carolina,2007,511110,Newspaper publishers,99,4438,156157578,35190,1.04,0.91
South Dakota,2015,511110,Newspaper publishers,91,1047,30164301,28801,0.78,1.84
Tennessee,1998,10,"Total, all industries",120136,2207711,62773779277,28434,1.0,1.01
Oklahoma,2011,511110,Newspaper publishers,168,3155,138599487,43936,1.2,1.13
Oklahoma,2018,511110,NAICS 511110 Newspaper publishers,142,2075,71946780,34675,0.8,1.29
Oregon,2019,10,"10 Total, all industries",152892,1677647,90581345796,53993,0.98,1.01
Oregon,2020,511110,NAICS 511110 Newspaper publishers,100,1426,59076506,41426,0.75,0.95
Oregon,2024,513110,NAICS 513110 Newspaper publishers,121,1031,60963310,59116,0.78,0.9
Rhode Island,1991,511110,Newspaper publishers,25,2385,69509297,29139,1.29,1.4
Rhode Island,1994,511110,Newspaper publishers,41,2282,81220777,35589,1.42,1.42
South Carolina,2020,10,"10 Total, all industries",141701,1677040,82211634392,49022,0.99,0.98
South Carolina,2000,511110,Newspaper publishers,100,5161,139229184,26977,0.98,0.88
South Dakota,2001,10,"Total, all industries",25230,297103,7468880654,25139,0.98,0.97
Texas,2002,511110,Newspaper publishers,651,20640,741501698,35925,1.01,0.74
Utah,1998,10,"Total, all industries",58453,827136,21917382080,26498,0.99,0.98
Utah,1993,511110,Newspaper publishers,55,1876,33962714,18101,0.85,0.61
Utah,2002,511110,Newspaper publishers,51,2229,61006354,27369,0.92,0.71
Utah,2018,511110,NAICS 511110 Newspaper publishers,45,1059,48254699,45588,1.02,0.71
Utah,2023,513110,NAICS 513110 Newspaper publishers,56,542,34464749,63539,0.96,0.51
Vermont,2016,10,"10 Total, all industries",23549,254999,11252633086,44128,0.98,0.97
Minnesota,1991,10,"Total, all industries",115577,1762790,41446841700,23512,1.0,1.02
Missouri,2024,513110,NAICS 513110 Newspaper publishers,210,1734,81000208,46702,0.69,1.04
Montana,2001,10,"Total, all industries",38147,306790,7400391833,24122,0.96,0.95
Montana,2014,10,"Total, all industries",41854,357881,13551644516,37866,0.98,0.96
Nebraska,1997,10,"Total, all industries",46234,683899,16553596659,24205,0.99,0.98
New Hampshire,2005,511110,Newspaper publishers,72,2129,75849840,35633,0.91,1.22
New Hampshire,2020,511110,NAICS 511110 Newspaper publishers,34,683,27194203,39835,0.66,1.34
New York,2023,10,"10 Total, all industries",681708,8097039,745226139943,92037,1.0,1.0
New York,1994,511110,Newspaper publishers,481,32186,1245651122,38702,1.18,1.11
Idaho,1990,10,"Total, all industries",26548,325605,5815142237,17859,0.99,0.97
Illinois,1996,511110,Newspaper publishers,420,18559,559952437,30172,0.98,0.94
